loss,val_loss,acc_01,val_acc_01,acc_02,val_acc_02,acc_03,val_acc_03
6.401643753051758,3.6604413986206055,0.03750000521540642,0.05000000074505806,0.13749997317790985,0.11666667461395264,0.3374999761581421,0.36666667461395264
4.9581098556518555,3.508725881576538,0.05000000074505806,0.03333333507180214,0.19999994337558746,0.0833333358168602,0.4249999523162842,0.5333333611488342
4.780374526977539,3.5698959827423096,0.09583333134651184,0.06666667014360428,0.3583332598209381,0.2500000298023224,0.604166567325592,0.366666704416275
4.612274646759033,3.5796010494232178,0.17499996721744537,0.03333333507180214,0.4583333432674408,0.10000000149011612,0.6124998927116394,0.550000011920929
4.46882963180542,3.5878896713256836,0.18333332240581512,0.03333333507180214,0.42916664481163025,0.2500000298023224,0.6583333611488342,0.5333333611488342
4.394758701324463,3.6228582859039307,0.20833326876163483,0.05000000074505806,0.4624999463558197,0.2500000298023224,0.6624999642372131,0.6000000238418579
4.349931240081787,3.6273646354675293,0.28749990463256836,0.0833333358168602,0.46666669845581055,0.31666669249534607,0.6791665554046631,0.6333333849906921
4.411108493804932,4.052038192749023,0.15416665375232697,0.05000000074505806,0.36250004172325134,0.1833333522081375,0.520833432674408,0.3500000238418579
4.424927234649658,3.851026773452759,0.08750000596046448,0.11666666716337204,0.3583333194255829,0.4500000476837158,0.591666579246521,0.6166667342185974
4.306798934936523,3.8139588832855225,0.20416665077209473,0.0833333358168602,0.4708333909511566,0.45000001788139343,0.67083340883255,0.5833333730697632
4.265988826751709,3.784848213195801,0.258333295583725,0.23333334922790527,0.4916665852069855,0.4333333671092987,0.6708332896232605,0.6666667461395264
4.282898426055908,3.8602590560913086,0.19999997317790985,0.15000002086162567,0.445833295583725,0.3333333432674408,0.6458333730697632,0.5166667103767395
4.221739768981934,3.7748515605926514,0.270833283662796,0.20000003278255463,0.5125000476837158,0.4833333492279053,0.6666666269302368,0.7166666984558105
4.260509967803955,3.798485040664673,0.24583326280117035,0.23333334922790527,0.4833333194255829,0.46666669845581055,0.6624999642372131,0.7000000476837158
4.159358978271484,3.7537500858306885,0.28749993443489075,0.1666666865348816,0.5041667222976685,0.550000011920929,0.6749999523162842,0.7166666984558105
4.167643070220947,3.9015164375305176,0.2333332747220993,0.05000000074505806,0.4874999523162842,0.2500000298023224,0.6833333969116211,0.550000011920929
4.179815292358398,3.769352912902832,0.19583331048488617,0.1833333522081375,0.445833295583725,0.46666669845581055,0.64166659116745,0.6666667461395264
4.116227149963379,3.7438395023345947,0.270833283662796,0.2500000298023224,0.49166667461395264,0.46666669845581055,0.6666666269302368,0.6666666865348816
4.136059761047363,3.8230695724487305,0.26666662096977234,0.1666666716337204,0.4958334267139435,0.4833333492279053,0.6791665554046631,0.6666667461395264
4.0810089111328125,3.7125184535980225,0.26249995827674866,0.2500000298023224,0.5166667103767395,0.48333337903022766,0.6749999523162842,0.6833333969116211
4.085083961486816,3.735581398010254,0.2958332598209381,0.20000003278255463,0.520833432674408,0.5,0.6708332896232605,0.7000000476837158
4.05571174621582,3.6810202598571777,0.2916666567325592,0.2666667103767395,0.5208333134651184,0.5333333611488342,0.6749998927116394,0.7000000476837158
4.0460920333862305,3.70573353767395,0.2999999225139618,0.2500000298023224,0.5250000357627869,0.550000011920929,0.6958332657814026,0.7000000476837158
4.0329790115356445,3.6983227729797363,0.2583332657814026,0.18333333730697632,0.5,0.5333333611488342,0.6749998927116394,0.6833333969116211
4.016379356384277,3.7735910415649414,0.2791666090488434,0.10000000149011612,0.5416666269302368,0.4000000059604645,0.6916666030883789,0.6666666865348816
4.014224052429199,3.6955485343933105,0.24166662991046906,0.2666667103767395,0.512499988079071,0.5000000596046448,0.670833170413971,0.7000000476837158
4.015077114105225,3.7052624225616455,0.2958332598209381,0.21666668355464935,0.5500001311302185,0.5333333611488342,0.6916666030883789,0.6833333969116211
4.08125114440918,3.79437518119812,0.07083334773778915,0.05000000074505806,0.22916662693023682,0.4333333671092987,0.5666665434837341,0.6500000953674316
4.029368877410889,3.6565043926239014,0.17083333432674408,0.21666669845581055,0.48749998211860657,0.5833333730697632,0.6791666150093079,0.6833333969116211
4.009387493133545,3.6727535724639893,0.15833331644535065,0.15000000596046448,0.445833295583725,0.5166667103767395,0.6916665434837341,0.7000000476837158
